Sort Order,Day,Time,Facility Name,Address,Activity Type,Swim Type,Pool Type,Registration Required,URL,Reservation,Area,Category,Age,Time of day,Period,Play Free Flag
3,Wednesday,13:30 - 15:00,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Preschool swim,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,#,West - Barrhaven,Swimming,Preschool,PM,'August 31 to December 20,FALSE
4,Thursday,13:30 - 15:00,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Preschool swim,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,#,West - Barrhaven,Swimming,Preschool,PM,'August 31 to December 20,FALSE
5,Friday,13:30 - 15:00,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Preschool swim,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,#,West - Barrhaven,Swimming,Preschool,PM,'August 31 to December 20,FALSE
6,Saturday,12:15 - 14:15,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Preschool swim,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,#,West - Barrhaven,Swimming,Preschool,PM,'August 31 to December 20,TRUE
7,Sunday,11:00 - 13:00,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Preschool swim,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,#,West - Barrhaven,Swimming,Preschool,"AM, PM",'August 31 to December 20,FALSE
2,Tuesday,18:45 - 20:45,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Public swim,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,#,West - Barrhaven,Swimming,"Preschool, Children, Youth, Adult",Evening,'August 31 to December 20,FALSE
5,Friday,19:00 - 21:00,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Public swim,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,#,West - Barrhaven,Swimming,"Preschool, Children, Youth, Adult",Evening,'August 31 to December 20,FALSE
6,Saturday,14:30 - 17:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Public swim,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,#,West - Barrhaven,Swimming,"Preschool, Children, Youth, Adult","PM, Evening",'August 31 to December 20,TRUE
6,Saturday,19:00 - 21:00,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Public swim,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,#,West - Barrhaven,Swimming,"Preschool, Children, Youth, Adult",Evening,'August 31 to December 20,TRUE
7,Sunday,13:00 - 15:00,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Public swim,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,#,West - Barrhaven,Swimming,"Preschool, Children, Youth, Adult",PM,'August 31 to December 20,FALSE
1,Monday,10:30 - 13:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Public swim - reduced capacity (shared pool),Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,#,West - Barrhaven,Swimming,"Preschool, Children, Youth, Adult","AM, PM",'August 31 to December 20,FALSE
2,Tuesday,10:30 - 13:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Public swim - reduced capacity (shared pool),Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,#,West - Barrhaven,Swimming,"Preschool, Children, Youth, Adult","AM, PM",'August 31 to December 20,FALSE
3,Wednesday,10:30 - 13:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Public swim - reduced capacity (shared pool),Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,#,West - Barrhaven,Swimming,"Preschool, Children, Youth, Adult","AM, PM",'August 31 to December 20,FALSE
4,Thursday,10:30 - 13:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Public swim - reduced capacity (shared pool),Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,#,West - Barrhaven,Swimming,"Preschool, Children, Youth, Adult","AM, PM",'August 31 to December 20,FALSE
5,Friday,10:30 - 13:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Public swim - reduced capacity (shared pool),Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,#,West - Barrhaven,Swimming,"Preschool, Children, Youth, Adult","AM, PM",'August 31 to December 20,FALSE
1,Monday,08:30 - 09:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Aquafit Deep/shallow Combo,Aquafit,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation-cf.frontdeskqms.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Swimming,Adult,AM,'August 31 to December 20,FALSE
1,Monday,09:30 - 10:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Aquafit Deep/shallow Combo,Aquafit,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation-cf.frontdeskqms.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Swimming,Adult,AM,'August 31 to December 20,FALSE
2,Tuesday,08:30 - 09:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Aquafit Deep/shallow Combo,Aquafit,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation-cf.frontdeskqms.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Swimming,Adult,AM,'August 31 to December 20,FALSE
2,Tuesday,09:30 - 10:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Aquafit Deep/shallow Combo,Aquafit,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation-cf.frontdeskqms.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Swimming,Adult,AM,'August 31 to December 20,FALSE
3,Wednesday,08:30 - 09:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Aquafit Deep/shallow Combo,Aquafit,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation-cf.frontdeskqms.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Swimming,Adult,AM,'August 31 to December 20,FALSE
3,Wednesday,09:30 - 10:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Aquafit Deep/shallow Combo,Aquafit,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation-cf.frontdeskqms.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Swimming,Adult,AM,'August 31 to December 20,FALSE
4,Thursday,08:30 - 09:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Aquafit Deep/shallow Combo,Aquafit,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation-cf.frontdeskqms.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Swimming,Adult,AM,'August 31 to December 20,FALSE
4,Thursday,09:30 - 10:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Aquafit Deep/shallow Combo,Aquafit,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation-cf.frontdeskqms.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Swimming,Adult,AM,'August 31 to December 20,FALSE
5,Friday,08:30 - 09:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Aquafit Deep/shallow Combo,Aquafit,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation-cf.frontdeskqms.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Swimming,Adult,AM,'August 31 to December 20,FALSE
5,Friday,09:30 - 10:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Aquafit Deep/shallow Combo,Aquafit,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation-cf.frontdeskqms.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Swimming,Adult,AM,'August 31 to December 20,FALSE
1,Monday,06:30 - 21:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Cardio and weight room,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,#,West - Barrhaven,Fitness,Adult,"AM, PM, Evening",',FALSE
2,Tuesday,06:30 - 21:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Cardio and weight room,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,#,West - Barrhaven,Fitness,Adult,"AM, PM, Evening",',FALSE
3,Wednesday,06:30 - 21:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Cardio and weight room,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,#,West - Barrhaven,Fitness,Adult,"AM, PM, Evening",',FALSE
4,Thursday,06:30 - 21:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Cardio and weight room,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,#,West - Barrhaven,Fitness,Adult,"AM, PM, Evening",',FALSE
5,Friday,06:30 - 21:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Cardio and weight room,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,#,West - Barrhaven,Fitness,Adult,"AM, PM, Evening",',FALSE
6,Saturday,07:30 - 20:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Cardio and weight room,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,#,West - Barrhaven,Fitness,Adult,"AM, PM, Evening",',FALSE
7,Sunday,07:30 - 19:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Cardio and weight room,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,#,West - Barrhaven,Fitness,Adult,"AM, PM, Evening",',FALSE
1,Monday,09:15 - 10:15,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Dance,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,AM,'August 31 to December 20,FALSE
4,Thursday,10:30 - 11:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Dance,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,AM,'August 31 to December 20,FALSE
1,Monday,10:30 - 11:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Strength,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,AM,'August 31 to December 20,FALSE
2,Tuesday,18:00 - 19:00,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Strength,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,Evening,'August 31 to December 20,FALSE
5,Friday,21:30 - 22:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Strength,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,Evening,'August 31 to December 20,FALSE
1,Monday,11:45 - 12:45,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Yin yoga,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,"AM, PM",'August 31 to December 20,FALSE
1,Monday,18:00 - 19:00,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,20-20-20,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,Evening,'August 31 to December 20,FALSE
1,Monday,19:15 - 20:15,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,HIIT,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,Evening,'August 31 to December 20,FALSE
6,Saturday,08:00 - 09:00,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,HIIT,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,AM,'August 31 to December 20,FALSE
2,Tuesday,09:15 - 10:15,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Yoga Tune Up®,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,AM,'August 31 to December 20,FALSE
2,Tuesday,10:30 - 11:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Yoga,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,AM,'August 31 to December 20,FALSE
4,Thursday,09:15 - 10:15,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Yoga,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,AM,'August 31 to December 20,FALSE
5,Friday,18:15 - 19:15,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Yoga,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,Evening,'August 31 to December 20,FALSE
2,Tuesday,19:15 - 20:15,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Core conditioning,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,Evening,'August 31 to December 20,FALSE
7,Sunday,09:00 - 10:00,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Core conditioning,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,AM,'August 31 to December 20,FALSE
1,Monday,16:45 - 17:45,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Zumba®,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,"PM, Evening",'August 31 to December 20,FALSE
2,Tuesday,11:45 - 12:45,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Zumba®,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,"AM, PM",'August 31 to December 20,FALSE
3,Wednesday,09:15 - 10:15,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Zumba®,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,AM,'August 31 to December 20,FALSE
4,Thursday,19:15 - 20:15,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Zumba®,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,Evening,'August 31 to December 20,FALSE
6,Saturday,10:30 - 11:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Zumba®,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,AM,'August 31 to December 20,FALSE
7,Sunday,10:15 - 11:15,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Zumba®,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,AM,'August 31 to December 20,FALSE
3,Wednesday,10:30 - 11:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Cardio and strength,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,AM,'August 31 to December 20,FALSE
4,Thursday,18:00 - 19:00,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Cardio and strength,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,Evening,'August 31 to December 20,FALSE
3,Wednesday,12:00 - 13:00,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Balance and stability - Heartwise (older adult),Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,50+,PM,'August 31 to December 20,FALSE
5,Friday,11:35 - 12:35,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Balance and stability - Heartwise (older adult),Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,50+,"AM, PM",'August 31 to December 20,FALSE
3,Wednesday,13:05 - 14:05,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Stretch and strength,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,PM,'August 31 to December 20,FALSE
5,Friday,10:30 - 11:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Stretch and strength,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,AM,'August 31 to December 20,FALSE
5,Friday,17:00 - 18:00,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Strength circuit,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,Evening,'August 31 to December 20,FALSE
6,Saturday,09:15 - 10:15,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Indoor cycling,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,AM,'August 31 to December 20,FALSE
3,Wednesday,17:30 - 18:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,TRX,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,Evening,'August 31 to December 20,FALSE
3,Wednesday,16:45 - 17:45,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Drums Fitness,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Group Fitness,Adult,"PM, Evening",'August 31 to December 20,FALSE
5,Friday,13:00 - 15:00,Nepean Seniors Centre,1701 Woodroffe Avenue,Mah Jong,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/nepean-seniors-centre,#,West - Nepean,Other,Adult,PM,',FALSE
2,Tuesday,10:00 - 11:00,Nepean Seniors Centre,1701 Woodroffe Avenue,Walking club,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/nepean-seniors-centre,#,West - Nepean,Other,Adult,AM,',FALSE
1,Monday,12:30 - 15:00,Nepean Seniors Centre,1701 Woodroffe Avenue,Bid Euchre,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/nepean-seniors-centre,#,West - Nepean,Other,Adult,PM,',FALSE
1,Monday,13:00 - 15:00,Nepean Seniors Centre,1701 Woodroffe Avenue,Sixty Six,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/nepean-seniors-centre,#,West - Nepean,Other,Adult,PM,',FALSE
1,Monday,13:00 - 15:00,Nepean Seniors Centre,1701 Woodroffe Avenue,Shuffleboard,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/nepean-seniors-centre,#,West - Nepean,Other,Adult,PM,',FALSE
2,Tuesday,12:30 - 15:30,Nepean Seniors Centre,1701 Woodroffe Avenue,Euchre,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/nepean-seniors-centre,#,West - Nepean,Other,Adult,PM,',FALSE
3,Wednesday,12:30 - 15:00,Nepean Seniors Centre,1701 Woodroffe Avenue,Contract Bridge,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/nepean-seniors-centre,#,West - Nepean,Other,Adult,PM,',FALSE
4,Thursday,13:00 - 15:00,Nepean Seniors Centre,1701 Woodroffe Avenue,Cribbage,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/nepean-seniors-centre,#,West - Nepean,Other,Adult,PM,',FALSE
