Sort Order,Day of week,Time of day,Pool Name,Address,Area,Swim Type,Reservation Required?,URL
5,Friday,10:00 - 11:00,Kanata Leisure Centre and Wave Pool,70 Aird Place,West - Kanata,Aquafit  ,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/kanata-leisure-centre-and-wave-pool
5,Friday,10:00 - 11:00,Sawmill Creek Community Centre and Pool,3380 D’Aoust Avenue,South,Aquafit general deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/sawmill-creek-community-centre-and-pool
5,Friday,10:00 - 11:00,Sawmill Creek Community Centre and Pool,3380 D’Aoust Avenue,South,Aquafit general shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/sawmill-creek-community-centre-and-pool
5,Friday,10:00 - 11:00,Plant Recreation Centre,930 Somerset Street West,Central,Aquafit general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
5,Friday,10:00 - 11:00,Plant Recreation Centre,930 Somerset Street West,Central,Aquafit general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
5,Friday,10:00 - 13:00,Ray Friel Recreation Complex,1585 Tenth Line Road,East - Orleans,Lane Swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex
5,Friday,10:00 - 13:00,Ray Friel Recreation Complex,1585 Tenth Line Road,East - Orleans,Preschool swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex
5,Friday,10:00 - 13:30,Canterbury Recreation Complex,2185 Arch Street,South,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/canterbury-recreation-complex
5,Friday,10:30 - 11:25,Brewer Pool,100 Brewer Way,South,Aquafit general - Shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/brewer-pool-and-arena
5,Friday,10:30 - 11:25,Brewer Pool,100 Brewer Way,South,Aquafit general - Deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/brewer-pool-and-arena
5,Friday,10:30 - 11:30,Walter Baker Sports Centre,100 Malvern Drive,West - Barrhaven,Aquafit lite,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre
5,Friday,10:30 - 11:30,Pinecrest Recreation Complex,2250 Torquay Avenue,West - Nepean,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex
5,Friday,10:30 - 11:30,CARDELREC Recreation Complex Goulbourn,1500 Shea Road,West - Stittsville,50+ swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/cardelrec-recreation-complex-goulbourn
5,Friday,10:30 - 11:30,Richcraft Recreation Complex-Kanata,4101 Innovation Drive,West - Kanata,Reduced Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/richcraft-recreation-complex-kanata
5,Friday,10:30 - 13:00,Plant Recreation Centre,930 Somerset Street West,Central,Public swim - leisure pool only,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
5,Friday,11:00 - 13:00,Lowertown Community Centre and Pool,40 Cobourg Street,Central,Lane swim ,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/lowertown-community-centre-and-pool
5,Friday,11:00 - 13:00,Kanata Leisure Centre and Wave Pool,70 Aird Place,West - Kanata,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/kanata-leisure-centre-and-wave-pool
5,Friday,11:00 - 13:00,Kanata Leisure Centre and Wave Pool,70 Aird Place,West - Kanata,Preschool swim ,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/kanata-leisure-centre-and-wave-pool
5,Friday,11:00 - 13:00,Sawmill Creek Community Centre and Pool,3380 D’Aoust Avenue,South,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/sawmill-creek-community-centre-and-pool
5,Friday,11:00 - 13:00,Nepean Sportsplex,1701 Woodroffe Avenue,West - Nepean,Public swim - 25m pool shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/nepean-sportsplex
5,Friday,11:00 - 13:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,East - Orleans,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans
5,Friday,11:15 - 13:00,St. Laurent Complex,525 Côté Street,East - Vanier,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex
5,Friday,11:30 - 12:30,Pinecrest Recreation Complex,2250 Torquay Avenue,West - Nepean,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex
5,Friday,11:30 - 13:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
5,Friday,11:30 - 13:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Public Swim - Therapeutic Pool Only,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
5,Friday,11:30 - 13:00,Walter Baker Sports Centre,100 Malvern Drive,West - Barrhaven,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre
5,Friday,11:30 - 13:00,Plant Recreation Centre,930 Somerset Street West,Central,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
5,Friday,11:30 - 13:00,Richcraft Recreation Complex-Kanata,4101 Innovation Drive,West - Kanata,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/richcraft-recreation-complex-kanata
5,Friday,11:30 - 14:00,Brewer Pool,100 Brewer Way,South,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/brewer-pool-and-arena
5,Friday,12:30 - 13:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,West - Barrhaven,Public Swim - reduced capacity (shared pool),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven
5,Friday,12:30 - 13:30,CARDELREC Recreation Complex Goulbourn,1500 Shea Road,West - Stittsville,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/cardelrec-recreation-complex-goulbourn
5,Friday,12:30 - 13:30,CARDELREC Recreation Complex Goulbourn,1500 Shea Road,West - Stittsville,Preschool swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/cardelrec-recreation-complex-goulbourn
5,Friday,12:30 - 13:45,Pinecrest Recreation Complex,2250 Torquay Avenue,West - Nepean,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex
5,Friday,13:00 - 14:00,Walter Baker Sports Centre,100 Malvern Drive,West - Barrhaven,Aquafit lite,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre
5,Friday,13:00 - 14:00,Plant Recreation Centre,930 Somerset Street West,Central,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
5,Friday,13:00 - 14:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Lane Swim - shared Pool,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
5,Friday,13:00 - 14:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Public Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
5,Friday,13:30 - 14:30,CARDELREC Recreation Complex Goulbourn,1500 Shea Road,West - Stittsville,Public swim with no slide,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/cardelrec-recreation-complex-goulbourn
5,Friday,13:30 - 15:00,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,West - Barrhaven,Preschool Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven
5,Friday,14:00 - 16:00,Lowertown Community Centre and Pool,40 Cobourg Street,Central,Lane swim ,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/lowertown-community-centre-and-pool
5,Friday,14:00 - 18:00,Plant Recreation Centre,930 Somerset Street West,Central,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
5,Friday,14:30 - 15:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
5,Friday,14:30 - 15:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Public Swim - Therapeutic Pool Only,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
5,Friday,15:00 - 16:00,Richcraft Recreation Complex-Kanata,4101 Innovation Drive,West - Kanata,Public Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/richcraft-recreation-complex-kanata
5,Friday,16:00 - 17:00,Deborah Anne Kirwan Pool,1300 Kitchener Avenue,South,50+ Swim ,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/deborah-anne-kirwan-pool
5,Friday,16:00 - 17:00,Pinecrest Recreation Complex,2250 Torquay Avenue,West - Nepean,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex
5,Friday,16:00 - 18:00,Lowertown Community Centre and Pool,40 Cobourg Street,Central,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/lowertown-community-centre-and-pool
5,Friday,16:00 - 18:00,Plant Recreation Centre,930 Somerset Street West,Central,Public swim - leisure pool only,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
5,Friday,16:30 - 18:00,St. Laurent Complex,525 Côté Street,East - Vanier,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex
5,Friday,17:00 - 18:00,Kanata Leisure Centre and Wave Pool,70 Aird Place,West - Kanata,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/kanata-leisure-centre-and-wave-pool
5,Friday,17:00 - 19:00,Deborah Anne Kirwan Pool,1300 Kitchener Avenue,South,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/deborah-anne-kirwan-pool
5,Friday,17:00 - 21:00,Kanata Leisure Centre and Wave Pool,70 Aird Place,West - Kanata,Hot Tub and Sauna ,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/kanata-leisure-centre-and-wave-pool
5,Friday,18:00 - 19:30,Walter Baker Sports Centre,100 Malvern Drive,West - Barrhaven,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre
5,Friday,18:00 - 20:00,Kanata Leisure Centre and Wave Pool,70 Aird Place,West - Kanata,Wave swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/kanata-leisure-centre-and-wave-pool
5,Friday,18:00 - 20:00,Plant Recreation Centre,930 Somerset Street West,Central,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
5,Friday,18:00 - 21:00,Walter Baker Sports Centre,100 Malvern Drive,West - Barrhaven,Hot tub and steam room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre
5,Friday,19:00 - 20:30,St. Laurent Complex,525 Côté Street,East - Vanier,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex
5,Friday,19:00 - 20:30,CARDELREC Recreation Complex Goulbourn,1500 Shea Road,West - Stittsville,Public swim with no slide,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/cardelrec-recreation-complex-goulbourn
5,Friday,19:00 - 21:00,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,West - Barrhaven,Public Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven
5,Friday,19:00 - 21:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Lane Swim - shared Pool,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
5,Friday,19:00 - 21:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Public Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
5,Friday,19:30 - 20:30,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,East - Orleans,Public swim (therapeutic pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans
5,Friday,19:30 - 20:30,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,East - Orleans,Public swim (25 m pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans
5,Friday,19:30 - 21:00,Splash Wave Pool,2040 Ogilvie Road,East,Wave swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/splash-wave-pool
5,Friday,19:30 - 21:00,Walter Baker Sports Centre,100 Malvern Drive,West - Barrhaven,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre
5,Friday,19:30 - 21:00,Richcraft Recreation Complex-Kanata,4101 Innovation Drive,West - Kanata,Reduced Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/richcraft-recreation-complex-kanata
5,Friday,20:00 - 21:00,Lowertown Community Centre and Pool,40 Cobourg Street,Central,Lane swim ,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/lowertown-community-centre-and-pool
5,Friday,20:00 - 21:00,Kanata Leisure Centre and Wave Pool,70 Aird Place,West - Kanata,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/kanata-leisure-centre-and-wave-pool
5,Friday,20:00 - 21:00,Pinecrest Recreation Complex,2250 Torquay Avenue,West - Nepean,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex
5,Friday,20:00 - 21:00,Ray Friel Recreation Complex,1585 Tenth Line Road,East - Orleans,Lane Swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex
5,Friday,20:00 - 21:00,Plant Recreation Centre,930 Somerset Street West,Central,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
5,Friday,20:15 - 21:15,Sawmill Creek Community Centre and Pool,3380 D’Aoust Avenue,South,Women’s only swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/sawmill-creek-community-centre-and-pool
5,Friday,20:30 - 21:30,St. Laurent Complex,525 Côté Street,East - Vanier,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex
5,Friday,20:30 - 21:30,CARDELREC Recreation Complex Goulbourn,1500 Shea Road,West - Stittsville,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/cardelrec-recreation-complex-goulbourn
5,Friday,21:00 - 22:00,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,West - Barrhaven,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven
5,Friday,,Jack Purcell Community Centre,320 Jack Purcell Lane,Central,Pool is closed until April 28,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre
6,Saturday,07:30 - 08:30,Pinecrest Recreation Complex,2250 Torquay Avenue,West - Nepean,Aqua General - Shallow,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex
6,Saturday,07:30 - 08:30,Pinecrest Recreation Complex,2250 Torquay Avenue,West - Nepean,Aqua General - Deep,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex
6,Saturday,07:30 - 08:30,Ray Friel Recreation Complex,1585 Tenth Line Road,East - Orleans,Lane Swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex
6,Saturday,07:45 - 09:00,St. Laurent Complex,525 Côté Street,East - Vanier,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex
6,Saturday,08:00 - 09:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,East - Orleans,Aqua general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans
6,Saturday,08:00 - 09:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,East - Orleans,Aqua general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans
6,Saturday,08:30 - 09:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Preschool Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
6,Saturday,09:00 - 10:00,Plant Recreation Centre,930 Somerset Street West,Central,Aquafit general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
6,Saturday,09:00 - 10:00,Plant Recreation Centre,930 Somerset Street West,Central,Aquafit general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
6,Saturday,09:45 - 10:45,Nepean Sportsplex,1701 Woodroffe Avenue,West - Nepean,Preschool swim - 25m pool shallow.,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/nepean-sportsplex
6,Saturday,10:00 - 14:00,Champagne Fitness Centre,321 King Edward Avenue,Central,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/champagne-fitness-centre
6,Saturday,10:30 - 12:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Lane Swim - shared Pool,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
6,Saturday,11:00 - 15:00,Nepean Sportsplex,1701 Woodroffe Avenue,West - Nepean,Lane swim - 50m short course,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/nepean-sportsplex
6,Saturday,11:30 - 12:30,Pinecrest Recreation Complex,2250 Torquay Avenue,West - Nepean,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex
6,Saturday,11:30 - 13:30,Richcraft Recreation Complex-Kanata,4101 Innovation Drive,West - Kanata,Reduced Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/richcraft-recreation-complex-kanata
6,Saturday,12:00 - 13:00,Deborah Anne Kirwan Pool,1300 Kitchener Avenue,South,Preschool Swim ,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/deborah-anne-kirwan-pool
6,Saturday,12:00 - 13:00,Kanata Leisure Centre and Wave Pool,70 Aird Place,West - Kanata,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/kanata-leisure-centre-and-wave-pool
6,Saturday,12:00 - 13:00,Sawmill Creek Community Centre and Pool,3380 D’Aoust Avenue,South,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/sawmill-creek-community-centre-and-pool
6,Saturday,12:00 - 13:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
6,Saturday,12:00 - 13:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Public Swim - Therapeutic Pool Only,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
6,Saturday,12:00 - 13:00,Walter Baker Sports Centre,100 Malvern Drive,West - Barrhaven,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre
6,Saturday,12:00 - 13:00,Walter Baker Sports Centre,100 Malvern Drive,West - Barrhaven,Preschool swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre
6,Saturday,12:00 - 13:00,Ray Friel Recreation Complex,1585 Tenth Line Road,East - Orleans,Public Swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex
6,Saturday,12:00 - 13:30,Plant Recreation Centre,930 Somerset Street West,Central,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
6,Saturday,12:00 - 15:00,Lowertown Community Centre and Pool,40 Cobourg Street,Central,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/lowertown-community-centre-and-pool
6,Saturday,12:00 - 15:30,Walter Baker Sports Centre,100 Malvern Drive,West - Barrhaven,Hot tub and steam room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre
6,Saturday,12:00 - 17:00,Kanata Leisure Centre and Wave Pool,70 Aird Place,West - Kanata,Hot Tub and Sauna ,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/kanata-leisure-centre-and-wave-pool
6,Saturday,12:15 - 13:15,Canterbury Recreation Complex,2185 Arch Street,South,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/canterbury-recreation-complex
6,Saturday,12:15 - 14:15,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,West - Barrhaven,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven
6,Saturday,12:15 - 14:15,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,West - Barrhaven,Preschool Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven
6,Saturday,12:30 - 13:30,Brewer Pool,100 Brewer Way,South,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/brewer-pool-and-arena
6,Saturday,12:30 - 13:30,Splash Wave Pool,2040 Ogilvie Road,East,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/splash-wave-pool
6,Saturday,12:30 - 13:30,CARDELREC Recreation Complex Goulbourn,1500 Shea Road,West - Stittsville,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/cardelrec-recreation-complex-goulbourn
6,Saturday,12:30 - 13:30,CARDELREC Recreation Complex Goulbourn,1500 Shea Road,West - Stittsville,Preschool swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/cardelrec-recreation-complex-goulbourn
6,Saturday,12:30 - 13:45,Pinecrest Recreation Complex,2250 Torquay Avenue,West - Nepean,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex
6,Saturday,13:00 - 15:00,Sawmill Creek Community Centre and Pool,3380 D’Aoust Avenue,South,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/sawmill-creek-community-centre-and-pool
6,Saturday,13:00 - 15:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Public Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
6,Saturday,13:00 - 15:00,Nepean Sportsplex,1701 Woodroffe Avenue,West - Nepean,Public swim - 25m pool shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/nepean-sportsplex
6,Saturday,13:00 - 15:30,Walter Baker Sports Centre,100 Malvern Drive,West - Barrhaven,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre
6,Saturday,13:00 - 16:00,Deborah Anne Kirwan Pool,1300 Kitchener Avenue,South,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/deborah-anne-kirwan-pool
6,Saturday,13:00 - 16:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Lane Swim - shared Pool,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
6,Saturday,13:00 - 16:00,Ray Friel Recreation Complex,1585 Tenth Line Road,East - Orleans,Wave Swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex
6,Saturday,13:00 - 17:00,Kanata Leisure Centre and Wave Pool,70 Aird Place,West - Kanata,Wave swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/kanata-leisure-centre-and-wave-pool
6,Saturday,13:00 - 17:00,Splash Wave Pool,2040 Ogilvie Road,East,Wave swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/splash-wave-pool
6,Saturday,13:00 - 17:00,St. Laurent Complex,525 Côté Street,East - Vanier,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex
6,Saturday,13:15 - 16:00,Canterbury Recreation Complex,2185 Arch Street,South,Public Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/canterbury-recreation-complex
6,Saturday,13:30 - 14:30,Brewer Pool,100 Brewer Way,South,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/brewer-pool-and-arena
6,Saturday,13:30 - 16:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,East - Orleans,Public swim (25 m pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans
6,Saturday,13:30 - 16:00,CARDELREC Recreation Complex Goulbourn,1500 Shea Road,West - Stittsville,Public swim with slide,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/cardelrec-recreation-complex-goulbourn
6,Saturday,13:30 - 16:00,Plant Recreation Centre,930 Somerset Street West,Central,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
6,Saturday,13:30 - 16:00,Richcraft Recreation Complex-Kanata,4101 Innovation Drive,West - Kanata,Public Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/richcraft-recreation-complex-kanata
6,Saturday,14:30 - 16:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,East - Orleans,Public swim (therapeutic pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans
6,Saturday,14:30 - 17:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,West - Barrhaven,Public Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven
6,Saturday,15:00 - 16:00,Lowertown Community Centre and Pool,40 Cobourg Street,Central,Lane swim ,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/lowertown-community-centre-and-pool
6,Saturday,16:00 - 19:00,Richcraft Recreation Complex-Kanata,4101 Innovation Drive,West - Kanata,Reduced Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/richcraft-recreation-complex-kanata
6,Saturday,17:00 - 18:00,St. Laurent Complex,525 Côté Street,East - Vanier,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex
6,Saturday,18:00 - 19:00,Plant Recreation Centre,930 Somerset Street West,Central,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
6,Saturday,18:30 - 19:30,Sawmill Creek Community Centre and Pool,3380 D’Aoust Avenue,South,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/sawmill-creek-community-centre-and-pool
6,Saturday,19:00 - 21:00,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,West - Barrhaven,Public Swim with WIBIT,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven
