Sort Order,Day of week,Time of day,Pool Name,Address,Area,Swim Type,Reservation Required?,URL
1,Monday,09:30 - 10:30,Nepean Sportsplex,1701 Woodroffe Avenue,West - Nepean,Aqualite - 25m pool,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/nepean-sportsplex
1,Monday,09:30 - 10:30,Pinecrest Recreation Complex,2250 Torquay Avenue,West - Nepean,Aqua General - Shallow,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex
1,Monday,09:30 - 10:30,Pinecrest Recreation Complex,2250 Torquay Avenue,West - Nepean,Aqua General - Deep,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex
1,Monday,09:30 - 13:00,Splash Wave Pool,2040 Ogilvie Road,East,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/splash-wave-pool
1,Monday,09:30 - 13:00,Splash Wave Pool,2040 Ogilvie Road,East,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/splash-wave-pool
1,Monday,09:35 - 10:30,CARDELREC Recreation Complex Goulbourn,1500 Shea Road,West - Stittsville,Aqua general - Shallow/Deep combo,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/cardelrec-recreation-complex-goulbourn
1,Monday,10:00 - 11:00,Lowertown Community Centre and Pool,40 Cobourg Street,Central,50+ Swim ,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/lowertown-community-centre-and-pool
1,Monday,10:00 - 11:00,Kanata Leisure Centre and Wave Pool,70 Aird Place,West - Kanata,Aquafit  ,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/kanata-leisure-centre-and-wave-pool
1,Monday,10:00 - 11:00,Sawmill Creek Community Centre and Pool,3380 D’Aoust Avenue,South,Aquafit general deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/sawmill-creek-community-centre-and-pool
1,Monday,10:00 - 11:00,Sawmill Creek Community Centre and Pool,3380 D’Aoust Avenue,South,Aquafit general shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/sawmill-creek-community-centre-and-pool
1,Monday,10:00 - 11:00,Canterbury Recreation Complex,2185 Arch Street,South,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/canterbury-recreation-complex
1,Monday,10:00 - 11:00,St. Laurent Complex,525 Côté Street,East - Vanier,Aquafit - General deep,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex
1,Monday,10:00 - 11:00,St. Laurent Complex,525 Côté Street,East - Vanier,Aquafit - General shallow,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex
1,Monday,10:00 - 11:00,Plant Recreation Centre,930 Somerset Street West,Central,Aquafit general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
1,Monday,10:00 - 11:00,Plant Recreation Centre,930 Somerset Street West,Central,Aquafit general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
1,Monday,10:00 - 13:00,Ray Friel Recreation Complex,1585 Tenth Line Road,East - Orleans,Preschool swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex
1,Monday,10:30 - 11:30,Walter Baker Sports Centre,100 Malvern Drive,West - Barrhaven,Aquafit lite,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre
1,Monday,10:30 - 11:30,Pinecrest Recreation Complex,2250 Torquay Avenue,West - Nepean,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex
1,Monday,10:30 - 11:30,CARDELREC Recreation Complex Goulbourn,1500 Shea Road,West - Stittsville,50+ swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/cardelrec-recreation-complex-goulbourn
1,Monday,10:30 - 11:30,Richcraft Recreation Complex-Kanata,4101 Innovation Drive,West - Kanata,Reduced Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/richcraft-recreation-complex-kanata
1,Monday,10:30 - 13:00,Plant Recreation Centre,930 Somerset Street West,Central,Public swim - leisure pool only,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
1,Monday,10:30 - 13:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,West - Barrhaven,Public Swim - reduced capacity (shared pool),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven
1,Monday,11:00 - 12:00,St. Laurent Complex,525 Côté Street,East - Vanier,Aquafit - General deep,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex
1,Monday,11:00 - 12:00,St. Laurent Complex,525 Côté Street,East - Vanier,Aquafit - General shallow,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex
1,Monday,11:00 - 13:00,Lowertown Community Centre and Pool,40 Cobourg Street,Central,Lane swim ,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/lowertown-community-centre-and-pool
1,Monday,11:00 - 13:00,Kanata Leisure Centre and Wave Pool,70 Aird Place,West - Kanata,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/kanata-leisure-centre-and-wave-pool
1,Monday,11:00 - 13:00,Kanata Leisure Centre and Wave Pool,70 Aird Place,West - Kanata,Preschool swim ,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/kanata-leisure-centre-and-wave-pool
1,Monday,11:00 - 13:00,Sawmill Creek Community Centre and Pool,3380 D’Aoust Avenue,South,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/sawmill-creek-community-centre-and-pool
1,Monday,11:00 - 13:00,Nepean Sportsplex,1701 Woodroffe Avenue,West - Nepean,Public swim - 25m pool shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/nepean-sportsplex
1,Monday,11:00 - 13:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,East - Orleans,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans
1,Monday,11:30 - 12:30,Pinecrest Recreation Complex,2250 Torquay Avenue,West - Nepean,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex
1,Monday,11:30 - 12:30,CARDELREC Recreation Complex Goulbourn,1500 Shea Road,West - Stittsville,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/cardelrec-recreation-complex-goulbourn
1,Monday,11:30 - 12:30,CARDELREC Recreation Complex Goulbourn,1500 Shea Road,West - Stittsville,Preschool swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/cardelrec-recreation-complex-goulbourn
1,Monday,11:30 - 13:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
1,Monday,11:30 - 13:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Public Swim - Therapeutic Pool Only,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
1,Monday,11:30 - 13:00,Walter Baker Sports Centre,100 Malvern Drive,West - Barrhaven,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre
1,Monday,11:30 - 13:00,Plant Recreation Centre,930 Somerset Street West,Central,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
1,Monday,11:30 - 13:00,Richcraft Recreation Complex-Kanata,4101 Innovation Drive,West - Kanata,Public Swim Leisure Pool only,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/richcraft-recreation-complex-kanata
1,Monday,12:00 - 13:30,Canterbury Recreation Complex,2185 Arch Street,South,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/canterbury-recreation-complex
1,Monday,12:00 - 14:30,St. Laurent Complex,525 Côté Street,East - Vanier,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex
1,Monday,12:30 - 13:30,CARDELREC Recreation Complex Goulbourn,1500 Shea Road,West - Stittsville,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/cardelrec-recreation-complex-goulbourn
1,Monday,12:30 - 13:30,CARDELREC Recreation Complex Goulbourn,1500 Shea Road,West - Stittsville,Preschool swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/cardelrec-recreation-complex-goulbourn
1,Monday,12:30 - 13:45,Pinecrest Recreation Complex,2250 Torquay Avenue,West - Nepean,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex
1,Monday,13:00 - 14:00,Lowertown Community Centre and Pool,40 Cobourg Street,Central,50+ Vitality ,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/lowertown-community-centre-and-pool
1,Monday,13:00 - 14:00,Walter Baker Sports Centre,100 Malvern Drive,West - Barrhaven,Aquafit lite,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre
1,Monday,13:00 - 14:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,East - Orleans,Aqua general - lite (therapeutic pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans
1,Monday,13:00 - 14:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Lane Swim - shared Pool,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
1,Monday,13:00 - 14:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Public Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
1,Monday,13:00 - 15:00,Plant Recreation Centre,930 Somerset Street West,Central,Lane swim - reduced capacity,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
1,Monday,13:30 - 14:30,CARDELREC Recreation Complex Goulbourn,1500 Shea Road,West - Stittsville,Public swim with no slide,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/cardelrec-recreation-complex-goulbourn
1,Monday,13:30 - 15:00,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,West - Barrhaven,Preschool Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven
1,Monday,14:30 - 15:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
1,Monday,14:30 - 15:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Public Swim - Therapeutic Pool Only,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
1,Monday,15:00 - 16:00,Lowertown Community Centre and Pool,40 Cobourg Street,Central,50+ Swim ,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/lowertown-community-centre-and-pool
1,Monday,15:00 - 17:00,Plant Recreation Centre,930 Somerset Street West,Central,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
1,Monday,16:00 - 17:00,Deborah Anne Kirwan Pool,1300 Kitchener Avenue,South,50+ Swim ,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/deborah-anne-kirwan-pool
1,Monday,16:00 - 17:00,Pinecrest Recreation Complex,2250 Torquay Avenue,West - Nepean,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex
1,Monday,16:00 - 17:00,Plant Recreation Centre,930 Somerset Street West,Central,Public swim - leisure pool only,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
1,Monday,16:00 - 21:30,Champagne Fitness Centre,321 King Edward Avenue,Central,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/champagne-fitness-centre
1,Monday,17:00 - 18:00,Plant Recreation Centre,930 Somerset Street West,Central,Aquafit general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
1,Monday,17:00 - 18:00,Plant Recreation Centre,930 Somerset Street West,Central,Aquafit general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
1,Monday,17:00 - 21:00,Kanata Leisure Centre and Wave Pool,70 Aird Place,West - Kanata,Hot Tub and Sauna ,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/kanata-leisure-centre-and-wave-pool
1,Monday,17:30 - 18:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Aqua General Deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
1,Monday,17:30 - 18:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Aqua General Shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
1,Monday,19:00 - 21:00,Richcraft Recreation Complex-Kanata,4101 Innovation Drive,West - Kanata,Public Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/richcraft-recreation-complex-kanata
1,Monday,19:30 - 20:30,Deborah Anne Kirwan Pool,1300 Kitchener Avenue,South,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/deborah-anne-kirwan-pool
1,Monday,19:30 - 20:30,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,East - Orleans,Aqua general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans
1,Monday,19:30 - 20:30,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,East - Orleans,Aqua general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans
1,Monday,19:30 - 21:30,Nepean Sportsplex,1701 Woodroffe Avenue,West - Nepean,Lane swim - 50m short course,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/nepean-sportsplex
1,Monday,19:30 - 21:30,Ray Friel Recreation Complex,1585 Tenth Line Road,East - Orleans,Lane Swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex
1,Monday,20:00 - 21:00,Kanata Leisure Centre and Wave Pool,70 Aird Place,West - Kanata,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/kanata-leisure-centre-and-wave-pool
1,Monday,20:00 - 21:00,Sawmill Creek Community Centre and Pool,3380 D’Aoust Avenue,South,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/sawmill-creek-community-centre-and-pool
1,Monday,20:00 - 21:00,Walter Baker Sports Centre,100 Malvern Drive,West - Barrhaven,Hot tub and steam room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre
1,Monday,20:00 - 21:00,Walter Baker Sports Centre,100 Malvern Drive,West - Barrhaven,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre
1,Monday,20:00 - 21:00,Pinecrest Recreation Complex,2250 Torquay Avenue,West - Nepean,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex
1,Monday,20:00 - 22:00,Canterbury Recreation Complex,2185 Arch Street,South,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/canterbury-recreation-complex
1,Monday,20:15 - 21:15,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
1,Monday,20:15 - 21:15,Splash Wave Pool,2040 Ogilvie Road,East,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/splash-wave-pool
1,Monday,20:30 - 21:30,Brewer Pool,100 Brewer Way,South,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/brewer-pool-and-arena
1,Monday,20:30 - 21:30,Deborah Anne Kirwan Pool,1300 Kitchener Avenue,South,Lane swim ,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/deborah-anne-kirwan-pool
1,Monday,20:30 - 21:30,Lowertown Community Centre and Pool,40 Cobourg Street,Central,Lane swim ,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/lowertown-community-centre-and-pool
1,Monday,20:30 - 21:30,St. Laurent Complex,525 Côté Street,East - Vanier,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex
1,Monday,20:30 - 21:30,Plant Recreation Centre,930 Somerset Street West,Central,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
1,Monday,20:45 - 21:45,CARDELREC Recreation Complex Goulbourn,1500 Shea Road,West - Stittsville,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/cardelrec-recreation-complex-goulbourn
1,Monday,21:00 - 22:00,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,West - Barrhaven,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven
1,Monday,,Jack Purcell Community Centre,320 Jack Purcell Lane,Central,Pool is closed until April 28,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre
2,Tuesday,06:00 - 08:00,Ray Friel Recreation Complex,1585 Tenth Line Road,East - Orleans,Lane Swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex
2,Tuesday,06:15 - 07:30,Richcraft Recreation Complex-Kanata,4101 Innovation Drive,West - Kanata,Reduced Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/richcraft-recreation-complex-kanata
2,Tuesday,06:30 - 07:30,Pinecrest Recreation Complex,2250 Torquay Avenue,West - Nepean,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex
2,Tuesday,06:30 - 08:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,West - Barrhaven,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven
2,Tuesday,06:30 - 20:30,Champagne Fitness Centre,321 King Edward Avenue,Central,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/champagne-fitness-centre
2,Tuesday,07:00 - 08:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,East - Orleans,Aqua general (therapeutic pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans
2,Tuesday,07:00 - 08:30,Sawmill Creek Community Centre and Pool,3380 D’Aoust Avenue,South,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/sawmill-creek-community-centre-and-pool
2,Tuesday,07:00 - 09:00,St. Laurent Complex,525 Côté Street,East - Vanier,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex
2,Tuesday,07:00 - 09:00,Plant Recreation Centre,930 Somerset Street West,Central,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
2,Tuesday,07:30 - 08:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
2,Tuesday,07:30 - 08:30,Walter Baker Sports Centre,100 Malvern Drive,West - Barrhaven,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre
2,Tuesday,07:30 - 08:30,Pinecrest Recreation Complex,2250 Torquay Avenue,West - Nepean,Aqua General - Shallow,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex
2,Tuesday,07:30 - 08:30,Pinecrest Recreation Complex,2250 Torquay Avenue,West - Nepean,Aqua General - Deep,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex
2,Tuesday,07:30 - 09:00,Canterbury Recreation Complex,2185 Arch Street,South,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/canterbury-recreation-complex
2,Tuesday,07:30 - 14:00,Walter Baker Sports Centre,100 Malvern Drive,West - Barrhaven,Hot tub and steam room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre
2,Tuesday,08:00 - 09:00,Brewer Pool,100 Brewer Way,South,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/brewer-pool-and-arena
2,Tuesday,08:00 - 09:00,Splash Wave Pool,2040 Ogilvie Road,East,Aquafit general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/splash-wave-pool
2,Tuesday,08:00 - 09:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,East - Orleans,Aqua general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans
2,Tuesday,08:00 - 09:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,East - Orleans,Aqua general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans
2,Tuesday,08:00 - 09:00,Ray Friel Recreation Complex,1585 Tenth Line Road,East - Orleans,Aquafit - shallow,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex
2,Tuesday,08:00 - 09:00,Ray Friel Recreation Complex,1585 Tenth Line Road,East - Orleans,Aquafit - deep,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex
2,Tuesday,08:00 - 10:00,Kanata Leisure Centre and Wave Pool,70 Aird Place,West - Kanata,Hot Tub and Sauna ,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/kanata-leisure-centre-and-wave-pool
2,Tuesday,08:00 - 10:00,Kanata Leisure Centre and Wave Pool,70 Aird Place,West - Kanata,Lane Swim ,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/kanata-leisure-centre-and-wave-pool
2,Tuesday,08:30 - 09:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Aqua General Deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
2,Tuesday,08:30 - 09:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Aqua General Shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
2,Tuesday,08:30 - 09:30,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,West - Barrhaven,Aquafit - general,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven
2,Tuesday,08:30 - 09:30,Walter Baker Sports Centre,100 Malvern Drive,West - Barrhaven,Aquafit general - deep,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre
2,Tuesday,08:30 - 09:30,Nepean Sportsplex,1701 Woodroffe Avenue,West - Nepean,Aquafit - general shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/nepean-sportsplex
2,Tuesday,08:30 - 09:30,Nepean Sportsplex,1701 Woodroffe Avenue,West - Nepean,Aquafit - general deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/nepean-sportsplex
2,Tuesday,08:30 - 09:30,Pinecrest Recreation Complex,2250 Torquay Avenue,West - Nepean,Aqua General - Shallow,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex
2,Tuesday,08:30 - 09:30,Pinecrest Recreation Complex,2250 Torquay Avenue,West - Nepean,Aqua General - Deep,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex
2,Tuesday,08:30 - 09:30,CARDELREC Recreation Complex Goulbourn,1500 Shea Road,West - Stittsville,Lane swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/cardelrec-recreation-complex-goulbourn
2,Tuesday,08:30 - 09:30,CARDELREC Recreation Complex Goulbourn,1500 Shea Road,West - Stittsville,Preschool swim,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/cardelrec-recreation-complex-goulbourn
2,Tuesday,08:30 - 09:30,Richcraft Recreation Complex-Kanata,4101 Innovation Drive,West - Kanata,Aquafit - general,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/richcraft-recreation-complex-kanata
2,Tuesday,08:30 - 11:00,Sawmill Creek Community Centre and Pool,3380 D’Aoust Avenue,South,Lane Swim (Shared pool),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/sawmill-creek-community-centre-and-pool
2,Tuesday,08:30 - 11:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,East - Orleans,Lane Swim - shared Pool,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre
2,Tuesday,08:30 - 11:30,Walter Baker Sports Centre,100 Malvern Drive,West - Barrhaven,Half lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre
2,Tuesday,08:30 - 13:00,Nepean Sportsplex,1701 Woodroffe Avenue,West - Nepean,Lane swim - 50m long course,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/nepean-sportsplex
2,Tuesday,08:30 - 15:00,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,West - Barrhaven,Lane swim – reduced capacity (shared pool),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven
2,Tuesday,09:00 - 10:00,Splash Wave Pool,2040 Ogilvie Road,East,Aquafit general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/splash-wave-pool
2,Tuesday,09:00 - 10:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,East - Orleans,Aqua general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans
2,Tuesday,09:00 - 10:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,East - Orleans,Aqua general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans
2,Tuesday,09:00 - 10:00,Canterbury Recreation Complex,2185 Arch Street,South,Aquafit general,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/canterbury-recreation-complex
2,Tuesday,09:00 - 10:00,St. Laurent Complex,525 Côté Street,East - Vanier,Aquafit - General deep,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex
2,Tuesday,09:00 - 10:00,St. Laurent Complex,525 Côté Street,East - Vanier,Aquafit - General shallow,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex
2,Tuesday,09:00 - 10:00,Ray Friel Recreation Complex,1585 Tenth Line Road,East - Orleans,Aquafit - shallow,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex
2,Tuesday,09:00 - 10:00,Ray Friel Recreation Complex,1585 Tenth Line Road,East - Orleans,Aquafit - deep,TBD,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex
2,Tuesday,09:00 - 10:00,Plant Recreation Centre,930 Somerset Street West,Central,Aquafit general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre
